Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\2019April4 - Cx ACM - 1_oir_corrected-1.tif,849,1468,254,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 10_oir_corrected-1.tif,858,1407,211,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 11_oir_corrected-1.tif,573,1311,173,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 12_oir_corrected-1.tif,1130,1530,376,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 13_oir_corrected-1.tif,965,1294,217,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 14_oir_corrected-1.tif,1078,1211,261,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 15_oir_corrected-1.tif,1126,1201,273,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 16_oir_corrected-1.tif,545,1338,219,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 17_oir_corrected-1.tif,651,1231,160,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 18_oir_corrected-1.tif,394,1559,176,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 19_oir_corrected-1.tif,1224,1219,300,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 2_oir_corrected-1.tif,1397,1251,341,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 20_oir_corrected-1.tif,929,1531,297,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 21_oir_corrected-1.tif,964,1116,356,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 3_oir_corrected-1.tif,1252,1356,304,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 4_oir_corrected-1.tif,1259,1161,296,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 5_oir_corrected-1.tif,893,1221,233,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 6_oir_corrected-1.tif,1412,1387,288,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 7_oir_corrected-1.tif,1212,1394,294,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 8_oir_corrected-1.tif,1320,1462,316,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 9_oir_corrected-1.tif,1253,1135,273,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 1_oir_corrected-1.tif,1369,799,262,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 10_oir_corrected-1.tif,1413,876,248,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 11_oir_corrected-1.tif,1313,1021,258,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 12_oir_corrected-1.tif,1441,1430,342,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 13_oir_corrected-1.tif,1360,992,243,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 14_oir_corrected-1.tif,1551,830,226,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 15_oir_corrected-1.tif,1355,830,205,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 16_oir_corrected-1.tif,1160,1168,225,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 17_oir_corrected-1.tif,1433,1076,250,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 18_oir_corrected-1.tif,993,908,140,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 19_oir_corrected-1.tif,1279,1020,210,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 2_oir_corrected-1.tif,1352,1090,241,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 20_oir_corrected-1.tif,959,1075,170,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 3_oir_corrected-1.tif,1295,1159,253,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 4_oir_corrected-1.tif,1312,1547,324,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 5_oir_corrected-1.tif,1351,1073,289,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 6_oir_corrected-1.tif,1517,1039,301,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 7_oir_corrected-1.tif,937,808,119,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 8_oir_corrected-1.tif,1251,726,258,0,0,0,0,0,4,4,1,pixels
