Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\2019April4 - Cx ACM - 1_oir_corrected-1.tif,483,885,120,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 10_oir_corrected-1.tif,545,705,75,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 11_oir_corrected-1.tif,690,897,133,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 12_oir_corrected-1.tif,528,893,148,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 13_oir_corrected-1.tif,647,729,93,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 14_oir_corrected-1.tif,436,691,67,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 15_oir_corrected-1.tif,445,710,76,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 16_oir_corrected-1.tif,438,869,124,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 17_oir_corrected-1.tif,416,772,65,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 18_oir_corrected-1.tif,552,1293,155,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 19_oir_corrected-1.tif,424,568,80,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 2_oir_corrected-1.tif,328,566,52,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 20_oir_corrected-1.tif,396,970,102,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 21_oir_corrected-1.tif,132,391,48,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 3_oir_corrected-1.tif,535,553,84,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 4_oir_corrected-1.tif,510,610,104,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 5_oir_corrected-1.tif,505,637,105,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 6_oir_corrected-1.tif,618,690,89,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 7_oir_corrected-1.tif,480,627,82,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 8_oir_corrected-1.tif,504,642,70,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - Cx ACM - 9_oir_corrected-1.tif,399,421,43,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 1_oir_corrected-1.tif,250,148,23,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 10_oir_corrected-1.tif,575,298,67,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 11_oir_corrected-1.tif,479,380,53,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 12_oir_corrected-1.tif,420,396,57,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 13_oir_corrected-1.tif,470,355,49,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 14_oir_corrected-1.tif,403,211,33,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 15_oir_corrected-1.tif,342,230,24,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 16_oir_corrected-1.tif,446,536,59,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 17_oir_corrected-1.tif,405,315,28,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 18_oir_corrected-1.tif,626,379,42,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 19_oir_corrected-1.tif,518,320,25,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 2_oir_corrected-1.tif,587,370,62,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 20_oir_corrected-1.tif,628,519,43,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 3_oir_corrected-1.tif,628,411,68,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 4_oir_corrected-1.tif,58,391,1,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 5_oir_corrected-1.tif,405,283,61,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 6_oir_corrected-1.tif,331,223,35,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 7_oir_corrected-1.tif,858,309,49,0,0,0,0,0,4,4,1,pixels
Output\2019April4 - No ACM - 8_oir_corrected-1.tif,218,118,28,0,0,0,0,0,4,4,1,pixels
