20,20
20,70
20,170
20,220
20,320
20,370
20,470
20,520
20,620
20,670
20,770
20,820
20,920
20,970
120,70
120,120
120,220
120,270
120,370
120,420
120,520
120,570
120,670
120,720
120,820
120,870
120,970
220,20
220,120
220,170
220,270
220,320
220,420
220,470
220,570
220,620
220,720
220,770
220,870
220,920
320,20
320,70
320,170
320,220
320,320
320,370
320,470
320,520
320,620
320,670
320,770
320,820
320,920
320,970
420,70
420,120
420,220
420,270
420,370
420,420
420,520
420,570
420,670
420,720
420,820
420,870
420,970
520,20
520,120
520,170
520,270
520,320
520,420
520,470
520,570
520,620
520,720
520,770
520,870
520,920
620,20
620,70
620,170
620,220
620,320
620,370
620,470
620,520
620,620
620,670
620,770
620,820
620,920
620,970
720,70
720,120
720,220
720,270
720,370
720,420
720,520
720,570
720,670
720,720
720,820
720,870
720,970
820,20
820,120
820,170
820,270
820,320
820,420
820,470
820,570
820,620
820,720
820,770
820,870
820,920
920,20
920,70
920,170
920,220
920,320
920,370
920,470
920,520
920,620
920,670
920,770
920,820
920,920
920,970
40,70
40,120
40,220
40,270
40,370
40,420
40,520
40,570
40,670
40,720
40,820
40,870
40,970
140,20
140,120
140,170
140,270
140,320
140,420
140,470
140,570
140,620
140,720
140,770
140,870
140,920
240,20
240,70
240,170
240,220
240,320
240,370
240,470
240,520
240,620
240,670
240,770
240,820
240,920
240,970
340,70
340,120
340,220
340,270
340,370
340,420
340,520
340,570
340,670
340,720
340,820
340,870
340,970
440,20
440,120
440,170
440,270
440,320
440,420
440,470
440,570
440,620
440,720
440,770
440,870
440,920
540,20
540,70
540,170
540,220
540,320
540,370
540,470
540,520
540,620
540,670
540,770
540,820
540,920
540,970
640,70
640,120
640,220
640,270
640,370
640,420
640,520
640,570
640,670
640,720
640,820
640,870
640,970
740,20
740,120
740,170
740,270
740,320
740,420
740,470
740,570
740,620
740,720
740,770
740,870
740,920
840,20
840,70
840,170
840,220
840,320
840,370
840,470
840,520
840,620
840,670
840,770
840,820
840,920
840,970
940,70
940,120
940,220
940,270
940,370
940,420
940,520
940,570
940,670
940,720
940,820
940,870
940,970
60,20
60,120
60,170
60,270
60,320
60,420
60,470
60,570
60,620
60,720
60,770
60,870
60,920
160,20
160,70
160,170
160,220
160,320
160,370
160,470
160,520
160,620
160,670
160,770
160,820
160,920
160,970
260,70
260,120
260,220
260,270
260,370
260,420
260,520
260,570
260,670
260,720
260,820
260,870
260,970
360,20
360,120
360,170
360,270
360,320
360,420
360,470
360,570
360,620
360,720
360,770
360,870
360,920
460,20
460,70
460,170
460,220
460,320
460,370
460,470
460,520
460,620
460,670
460,770
460,820
460,920
460,970
560,70
560,120
560,220
560,270
560,370
560,420
560,520
560,570
560,670
560,720
560,820
560,870
560,970
660,20
660,120
660,170
660,270
660,320
660,420
660,470
660,570
660,620
660,720
660,770
660,870
660,920
760,20
760,70
760,170
760,220
760,320
760,370
760,470
760,520
760,620
760,670
760,770
760,820
760,920
760,970
860,70
860,120
860,220
860,270
860,370
860,420
860,520
860,570
860,670
860,720
860,820
860,870
860,970
960,20
960,120
960,170
960,270
960,320
960,420
960,470
960,570
960,620
960,720
960,770
960,870
960,920
80,20
80,70
80,170
80,220
80,320
80,370
80,470
80,520
80,620
80,670
80,770
80,820
80,920
80,970
180,70
180,120
180,220
180,270
180,370
180,420
180,520
180,570
180,670
180,720
180,820
180,870
180,970
280,20
280,120
280,170
280,270
280,320
280,420
280,470
280,570
280,620
280,720
280,770
280,870
280,920
380,20
380,70
380,170
380,220
380,320
380,370
380,470
380,520
380,620
380,670
380,770
380,820
380,920
380,970
480,70
480,120
480,220
480,270
480,370
480,420
480,520
480,570
480,670
480,720
480,820
480,870
480,970
580,20
580,120
580,170
580,270
580,320
580,420
580,470
580,570
580,620
580,720
580,770
580,870
580,920
680,20
680,70
680,170
680,220
680,320
680,370
680,470
680,520
680,620
680,670
680,770
680,820
680,920
680,970
780,70
780,120
780,220
780,270
780,370
780,420
780,520
780,570
780,670
780,720
780,820
780,870
780,970
880,20
880,120
880,170
880,270
880,320
880,420
880,470
880,570
880,620
880,720
880,770
880,870
880,920
980,20
980,70
980,170
980,220
980,320
980,370
980,470
980,520
980,620
980,670
980,770
980,820
980,920
980,970
100,70
100,120
100,220
100,270
100,370
100,420
100,520
100,570
100,670
100,720
100,820
100,870
100,970
200,20
200,120
200,170
200,270
200,320
200,420
200,470
200,570
200,620
200,720
200,770
200,870
200,920
300,20
300,70
300,170
300,220
300,320
300,370
300,470
300,520
300,620
300,670
300,770
300,820
300,920
300,970
400,70
400,120
400,220
400,270
400,370
400,420
400,520
400,570
400,670
400,720
400,820
400,870
400,970
500,20
500,120
500,170
500,270
500,320
500,420
500,470
500,570
500,620
500,720
500,770
500,870
500,920
600,20
600,70
600,170
600,220
600,320
600,370
600,470
600,520
600,620
600,670
600,770
600,820
600,920
600,970
700,70
700,120
700,220
700,270
700,370
700,420
700,520
700,570
700,670
700,720
700,820
700,870
700,970
800,20
800,120
800,170
800,270
800,320
800,420
800,470
800,570
800,620
800,720
800,770
800,870
800,920
900,20
900,70
900,170
900,220
900,320
900,370
900,470
900,520
900,620
900,670
900,770
900,820
900,920
900,970
1000,70
1000,120
1000,220
1000,270
1000,370
1000,420
1000,520
1000,570
1000,670
1000,720
1000,820
1000,870
1000,970
