20,70
20,120
20,220
20,270
20,370
20,420
20,520
20,570
20,670
20,720
20,820
20,870
20,970
120,20
120,120
120,170
120,270
120,320
120,420
120,470
120,570
120,620
120,720
120,770
120,870
120,920
220,20
220,70
220,170
220,220
220,320
220,370
220,470
220,520
220,620
220,670
220,770
220,820
220,920
220,970
320,70
320,120
320,220
320,270
320,370
320,420
320,520
320,570
320,670
320,720
320,820
320,870
320,970
420,20
420,120
420,170
420,270
420,320
420,420
420,470
420,570
420,620
420,720
420,770
420,870
420,920
520,20
520,70
520,170
520,220
520,320
520,370
520,470
520,520
520,620
520,670
520,770
520,820
520,920
520,970
620,70
620,120
620,220
620,270
620,370
620,420
620,520
620,570
620,670
620,720
620,820
620,870
620,970
720,20
720,120
720,170
720,270
720,320
720,420
720,470
720,570
720,620
720,720
720,770
720,870
720,920
820,20
820,70
820,170
820,220
820,320
820,370
820,470
820,520
820,620
820,670
820,770
820,820
820,920
820,970
920,70
920,120
920,220
920,270
920,370
920,420
920,520
920,570
920,670
920,720
920,820
920,870
920,970
40,20
40,120
40,170
40,270
40,320
40,420
40,470
40,570
40,620
40,720
40,770
40,870
40,920
140,20
140,70
140,170
140,220
140,320
140,370
140,470
140,520
140,620
140,670
140,770
140,820
140,920
140,970
240,70
240,120
240,220
240,270
240,370
240,420
240,520
240,570
240,670
240,720
240,820
240,870
240,970
340,20
340,120
340,170
340,270
340,320
340,420
340,470
340,570
340,620
340,720
340,770
340,870
340,920
440,20
440,70
440,170
440,220
440,320
440,370
440,470
440,520
440,620
440,670
440,770
440,820
440,920
440,970
540,70
540,120
540,220
540,270
540,370
540,420
540,520
540,570
540,670
540,720
540,820
540,870
540,970
640,20
640,120
640,170
640,270
640,320
640,420
640,470
640,570
640,620
640,720
640,770
640,870
640,920
740,20
740,70
740,170
740,220
740,320
740,370
740,470
740,520
740,620
740,670
740,770
740,820
740,920
740,970
840,70
840,120
840,220
840,270
840,370
840,420
840,520
840,570
840,670
840,720
840,820
840,870
840,970
940,20
940,120
940,170
940,270
940,320
940,420
940,470
940,570
940,620
940,720
940,770
940,870
940,920
60,20
60,70
60,170
60,220
60,320
60,370
60,470
60,520
60,620
60,670
60,770
60,820
60,920
60,970
160,70
160,120
160,220
160,270
160,370
160,420
160,520
160,570
160,670
160,720
160,820
160,870
160,970
260,20
260,120
260,170
260,270
260,320
260,420
260,470
260,570
260,620
260,720
260,770
260,870
260,920
360,20
360,70
360,170
360,220
360,320
360,370
360,470
360,520
360,620
360,670
360,770
360,820
360,920
360,970
460,70
460,120
460,220
460,270
460,370
460,420
460,520
460,570
460,670
460,720
460,820
460,870
460,970
560,20
560,120
560,170
560,270
560,320
560,420
560,470
560,570
560,620
560,720
560,770
560,870
560,920
660,20
660,70
660,170
660,220
660,320
660,370
660,470
660,520
660,620
660,670
660,770
660,820
660,920
660,970
760,70
760,120
760,220
760,270
760,370
760,420
760,520
760,570
760,670
760,720
760,820
760,870
760,970
860,20
860,120
860,170
860,270
860,320
860,420
860,470
860,570
860,620
860,720
860,770
860,870
860,920
960,20
960,70
960,170
960,220
960,320
960,370
960,470
960,520
960,620
960,670
960,770
960,820
960,920
960,970
80,70
80,120
80,220
80,270
80,370
80,420
80,520
80,570
80,670
80,720
80,820
80,870
80,970
180,20
180,120
180,170
180,270
180,320
180,420
180,470
180,570
180,620
180,720
180,770
180,870
180,920
280,20
280,70
280,170
280,220
280,320
280,370
280,470
280,520
280,620
280,670
280,770
280,820
280,920
280,970
380,70
380,120
380,220
380,270
380,370
380,420
380,520
380,570
380,670
380,720
380,820
380,870
380,970
480,20
480,120
480,170
480,270
480,320
480,420
480,470
480,570
480,620
480,720
480,770
480,870
480,920
580,20
580,70
580,170
580,220
580,320
580,370
580,470
580,520
580,620
580,670
580,770
580,820
580,920
580,970
680,70
680,120
680,220
680,270
680,370
680,420
680,520
680,570
680,670
680,720
680,820
680,870
680,970
780,20
780,120
780,170
780,270
780,320
780,420
780,470
780,570
780,620
780,720
780,770
780,870
780,920
880,20
880,70
880,170
880,220
880,320
880,370
880,470
880,520
880,620
880,670
880,770
880,820
880,920
880,970
980,70
980,120
980,220
980,270
980,370
980,420
980,520
980,570
980,670
980,720
980,820
980,870
980,970
100,20
100,120
100,170
100,270
100,320
100,420
100,470
100,570
100,620
100,720
100,770
100,870
100,920
200,20
200,70
200,170
200,220
200,320
200,370
200,470
200,520
200,620
200,670
200,770
200,820
200,920
200,970
300,70
300,120
300,220
300,270
300,370
300,420
300,520
300,570
300,670
300,720
300,820
300,870
300,970
400,20
400,120
400,170
400,270
400,320
400,420
400,470
400,570
400,620
400,720
400,770
400,870
400,920
500,20
500,70
500,170
500,220
500,320
500,370
500,470
500,520
500,620
500,670
500,770
500,820
500,920
500,970
600,70
600,120
600,220
600,270
600,370
600,420
600,520
600,570
600,670
600,720
600,820
600,870
600,970
700,20
700,120
700,170
700,270
700,320
700,420
700,470
700,570
700,620
700,720
700,770
700,870
700,920
800,20
800,70
800,170
800,220
800,320
800,370
800,470
800,520
800,620
800,670
800,770
800,820
800,920
800,970
900,70
900,120
900,220
900,270
900,370
900,420
900,520
900,570
900,670
900,720
900,820
900,870
900,970
1000,20
1000,120
1000,170
1000,270
1000,320
1000,420
1000,470
1000,570
1000,620
1000,720
1000,770
1000,870
1000,920
