Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 1.tif,506,203,87,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 10.tif,147,106,29,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 11.tif,465,273,89,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 12.tif,251,147,42,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 13.tif,193,74,23,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 14.tif,55,14,1,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 14_0001.tif,203,162,36,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 15.tif,153,76,24,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 16.tif,370,124,54,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 17.tif,404,141,53,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 18.tif,362,121,62,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 19.tif,216,89,39,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 2.tif,451,183,95,0,0,0,0,0,4,4,264.550,microns
Output\2019-6-6 Bassoon488 - Homer564 - VGLU1647 - Control - 20.tif,447,235,91,0,0,0,0,0,4,4,264.550,microns
