Image,Red Puncta Count,Green Puncta Count,Colocalized Puncta Count,Offset Used,Lower Red Threshold,Upper Red Threshold,Lower Green Threshold,Upper Green Threshold,Red Min Pixel,Green Min Pixel,Scale,Unit
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - CONTRA-C-1.tif,150,942,11,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - CONTRA-C-2.tif,264,1417,28,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - CONTRA-C-3.tif,380,2086,47,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-A-1.tif,168,840,16,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-A-2.tif,244,923,19,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-A-3.tif,324,1459,25,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-B-1.tif,187,324,14,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-B-2.tif,273,577,29,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-B-3.tif,326,864,35,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-C-1.tif,309,1102,25,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-C-2.tif,396,1601,42,0,0,0,0,0,4,4,0.125,microns
Output\8-5-4-WT-WTSHAM-GLUA2-VGLUT1_lif - IPSI-C-3.tif,395,1983,41,0,0,0,0,0,4,4,0.125,microns
Output\8-5-5-WT-MCSham-Glua2-Vglut1_lif - CONTRA-C-1.tif,729,188,22,0,0,0,0,0,4,4,0.125,microns
Output\8-5-5-WT-MCSham-Glua2-Vglut1_lif - CONTRA-C-2.tif,905,295,37,0,0,0,0,0,4,4,0.125,microns
Output\8-5-5-WT-MCSham-Glua2-Vglut1_lif - CONTRA-C-3.tif,1011,398,47,0,0,0,0,0,4,4,0.125,microns
Output\8-5-5-WT-MCSham-Glua2-Vglut1_lif - IPSI-C-1.tif,484,214,19,0,0,0,0,0,4,4,0.125,microns
Output\8-5-5-WT-MCSham-Glua2-Vglut1_lif - IPSI-C-2.tif,603,210,27,0,0,0,0,0,4,4,0.125,microns
Output\8-5-5-WT-MCSham-Glua2-Vglut1_lif - IPSI-C-3.tif,713,240,29,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-B-1.tif,216,399,26,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-B-2.tif,294,542,43,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-B-3.tif,345,644,57,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-1.tif,227,494,20,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-2.tif,331,787,52,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - CONTRA-C-3.tif,462,974,60,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-1.tif,537,850,81,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-2.tif,655,1143,106,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPS-B-3.tif,728,1817,132,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-1.tif,340,812,46,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-2.tif,494,1099,82,0,0,0,0,0,4,4,0.125,microns
Output\8-5-6-KO-MCPTS-GluA2-VGlut1_lif - IPSI-C-3.tif,572,1416,104,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-1.tif,1364,2494,276,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-2.tif,1916,3314,433,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - CONTRA-C-3.tif,2384,4127,632,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-1.tif,284,964,37,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-2.tif,422,1435,69,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-A-3.tif,568,1977,103,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-1.tif,276,819,28,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-2.tif,368,1228,40,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-B-3.tif,406,2034,66,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-1.tif,908,1810,147,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-2.tif,1286,2704,276,0,0,0,0,0,4,4,0.125,microns
Output\8-5-7-WT-MCPTS-GluA2-VGlut1_lif - IPSI-C-3.tif,1665,3328,401,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-1.tif,1613,892,107,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-2.tif,2032,1087,144,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-CONTRA-3.tif,2292,776,135,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-1.tif,534,1554,47,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-2.tif,719,1889,87,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - A-IPSI-3.tif,850,1518,106,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-1.tif,130,1886,16,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-2.tif,125,141,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-CONTRA-3.tif,142,4,0,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-1.tif,45,2471,8,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-2.tif,69,1361,10,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - B-IPSI-3.tif,90,1225,6,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-1.tif,78,1572,12,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-2.tif,96,1111,9,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-CONTRA-3.tif,131,1028,14,0,0,0,0,0,4,4,0.125,microns
Output\MC-3-3-3-GluA2-Vglut1_lif - C-IPSI-1.tif,100,2074,7,0,0,0,0,0,4,4,0.125,microns
